"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","KHARIF SORGHUM AREA (1000 ha)","KHARIF SORGHUM PRODUCTION (1000 tons)","KHARIF SORGHUM YIELD (Kg per ha)","RABI SORGHUM AREA (1000 ha)","RABI SORGHUM PRODUCTION (1000 tons)","RABI SORGHUM YIELD (Kg per ha)","SORGHUM AREA (1000 ha)","SORGHUM PRODUCTION (1000 tons)","SORGHUM YIELD (Kg per ha)","PEARL MILLET AREA (1000 ha)","PEARL MILLET PRODUCTION (1000 tons)","PEARL MILLET YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","FINGER MILLET AREA (1000 ha)","FINGER MILLET PRODUCTION (1000 tons)","FINGER MILLET YIELD (Kg per ha)","BARLEY AREA (1000 ha)","BARLEY PRODUCTION (1000 tons)","BARLEY YIELD (Kg per ha)","CHICKPEA AREA (1000 ha)","CHICKPEA PRODUCTION (1000 tons)","CHICKPEA YIELD (Kg per ha)","PIGEONPEA AREA (1000 ha)","PIGEONPEA PRODUCTION (1000 tons)","PIGEONPEA YIELD (Kg per ha)","MINOR PULSES AREA (1000 ha)","MINOR PULSES PRODUCTION (1000 tons)","MINOR PULSES YIELD (Kg per ha)","GROUNDNUT AREA (1000 ha)","GROUNDNUT PRODUCTION (1000 tons)","GROUNDNUT YIELD (Kg per ha)","SESAMUM AREA (1000 ha)","SESAMUM PRODUCTION (1000 tons)","SESAMUM YIELD (Kg per ha)","RAPESEED AND MUSTARD AREA (1000 ha)","RAPESEED AND MUSTARD PRODUCTION (1000 tons)","RAPESEED AND MUSTARD YIELD (Kg per ha)","SAFFLOWER AREA (1000 ha)","SAFFLOWER PRODUCTION (1000 tons)","SAFFLOWER YIELD (Kg per ha)","CASTOR AREA (1000 ha)","CASTOR PRODUCTION (1000 tons)","CASTOR YIELD (Kg per ha)","LINSEED AREA (1000 ha)","LINSEED PRODUCTION (1000 tons)","LINSEED YIELD (Kg per ha)","SUNFLOWER AREA (1000 ha)","SUNFLOWER PRODUCTION (1000 tons)","SUNFLOWER YIELD (Kg per ha)","SOYABEAN AREA (1000 ha)","SOYABEAN PRODUCTION (1000 tons)","SOYABEAN YIELD (Kg per ha)","OILSEEDS AREA (1000 ha)","OILSEEDS PRODUCTION (1000 tons)","OILSEEDS YIELD (Kg per ha)","SUGARCANE AREA (1000 ha)","SUGARCANE PRODUCTION (1000 tons)","SUGARCANE YIELD (Kg per ha)","COTTON AREA (1000 ha)","COTTON PRODUCTION (1000 tons)","COTTON YIELD (Kg per ha)","FRUITS AREA (1000 ha)","VEGETABLES AREA (1000 ha)","FRUITS AND VEGETABLES AREA (1000 ha)","POTATOES AREA (1000 ha)","ONION AREA (1000 ha)","FODDER AREA (1000 ha)"
"73","2014","5","Karnataka","Bellary","118.64","408.13","3440.07","0.26","0.34","1307.69","21.32","40.2","1885.55","18.27","27.19","1488.23","39.58","67.39","1702.63","15.57","16.7","1072.58","99.85","261.28","2616.73","3.15","2.49","790.48","0.0","0.0","0.0","67.27","34.34","510.48","3.43","1.32","384.84","4.18","1.93","461.72","54.81","53.36","973.54","1.25","0.46","368.0","0.0","0.0","0.0","0.12","0.03","250.0","0.06","0.04","666.67","0.0","0.0","0.0","25.99","15.81","608.31","0.0","0.0","0.0","82.42","59.16","717.79","3.41","34.95","10249.27","82.34","44.72","543.11","6.93","9.3","16.23","0.03","7.17","0.0"
"73","2015","5","Karnataka","Bellary","93.67","341.44","3645.14","0.11","0.21","1909.09","17.11","28.0","1636.47","33.13","58.22","1757.32","50.23","86.22","1716.5","14.16","13.36","943.5","99.74","263.33","2640.16","3.13","2.08","664.54","0.0","0.0","0.0","75.36","48.68","645.97","2.93","1.04","354.95","7.8","3.16","405.08","49.76","46.58","936.09","3.13","0.79","252.4","0.0","0.0","0.0","0.14","0.06","428.57","0.03","0.01","333.33","0.0","0.0","0.0","18.8","9.54","507.45","0.0","0.0","0.0","72.05","0.0","0.0","7.84","80.39","10260.0","68.05","26.51","389.57","7.66","16.52","24.18","0.19","13.32","0.14"
"73","2016","5","Karnataka","Bellary","87.01","337.8","3882.34","0.08","0.01","129.87","17.06","34.76","2037.76","14.99","9.26","617.37","32.05","44.01","1373.35","16.05","20.18","1257.46","95.1","250.59","2634.99","2.38","2.55","1070.62","0.0","0.0","0.0","9.47","2.64","278.37","11.95","7.04","588.98","3.27","0.94","287.72","36.38","42.74","1174.7","0.65","0.31","467.18","0.02","0.0","176.47","0.01","0.0","285.71","0.16","0.08","493.83","0.0","0.0","0.0","13.77","9.28","673.54","0.0","0.0","0.0","0.0","0.0","0.0","6.99","51.16","7315.0","48.06","24.06","500.65","8.84","14.11","22.96","0.0","11.45","0.0"
"73","2017","5","Karnataka","Bellary","101.93","388.34","3809.74","0.58","0.77","1317.87","11.27","28.41","2520.32","28.04","58.45","2084.26","39.31","86.86","2209.28","24.47","44.95","1836.9","97.82","376.54","3849.42","11.0","15.23","1383.84","0.0","0.0","0.0","26.86","26.59","989.91","9.36","7.69","821.75","3.85","2.96","770.13","60.42","90.14","1491.96","0.09","0.17","1898.88","0.04","0.01","170.73","0.0","0.0","1000.0","0.06","0.04","650.0","0.0","0.0","0.0","8.04","10.31","1282.21","0.0","0.0","0.0","0.0","0.0","0.0","4.41","37.24","8455.01","59.16","35.81","605.22","10.44","10.88","21.32","0.0","5.75","0.0"
"74","2000","5","Karnataka","Dharwad","97.3","176.0","1808.84","73.7","47.0","637.72","58.19","95.94","1648.74","145.25","82.81","570.12","203.4","178.76","878.86","2.3","1.0","434.78","133.5","504.0","3775.28","3.3","5.0","1515.15","0.0","0.0","0.0","67.7","37.0","546.53","11.4","7.0","614.04","139.4","63.0","451.94","148.9","124.0","832.77","3.8","2.0","526.32","0.2","0.0","0.0","12.2","10.0","819.67","0.6","0.0","0.0","1.6","0.0","0.0","55.1","24.0","435.57","4.52","3.08","681.42","229.9","164.0","713.35","11.4","107.3","9412.28","227.6","56.95","250.22","7.1","80.42","87.52","4.64","66.11","2.7"
"74","2001","5","Karnataka","Dharwad","98.48","42.49","431.46","75.46","26.39","349.72","41.35","46.2","1117.29","156.38","54.9","351.07","197.72","101.09","511.28","2.37","1.25","527.43","92.19","207.64","2252.31","2.72","1.89","694.85","0.0","0.0","0.0","75.93","15.43","203.21","10.05","3.46","344.28","85.77","20.42","238.08","100.47","40.96","407.68","2.17","0.92","423.96","0.4","0.08","200.0","11.7","7.07","604.27","0.38","0.28","736.84","1.28","0.33","257.81","57.11","21.03","368.24","5.21","3.87","742.8","181.29","75.17","414.64","9.17","70.74","7714.29","263.39","30.45","115.61","8.91","80.03","88.93","2.21","67.39","2.64"
"74","2002","5","Karnataka","Dharwad","97.28","38.9","399.88","73.55","18.28","248.54","45.7","46.08","1008.32","175.31","44.31","252.75","221.01","90.4","409.03","1.83","0.97","530.05","137.49","264.12","1921.01","1.92","0.99","515.62","0.0","0.0","0.0","91.56","20.22","220.84","9.83","1.75","178.03","162.4","12.68","78.08","118.22","50.22","424.8","3.97","1.41","355.16","0.06","0.02","333.33","14.55","5.95","408.93","0.16","0.14","875.0","1.33","0.42","315.79","76.67","19.14","249.64","6.05","3.84","634.71","223.05","81.63","365.97","7.5","39.53","5270.67","196.49","18.63","94.81","9.65","76.09","85.73","2.23","64.9","2.25"
"74","2003","5","Karnataka","Dharwad","67.97","40.88","601.44","91.66","23.61","257.58","41.07","20.97","510.59","237.5","27.85","117.26","278.56","48.82","175.26","1.54","0.72","467.53","127.99","152.7","1193.06","2.51","0.89","354.58","0.0","0.0","0.0","99.89","7.0","70.08","7.29","0.95","130.32","75.68","6.54","86.42","96.97","24.33","250.9","2.2","0.82","372.73","0.11","0.02","181.82","21.39","4.49","209.91","0.14","0.13","928.57","1.11","0.09","81.08","124.3","27.11","218.1","18.88","11.97","634.0","266.21","69.22","260.02","5.38","20.24","3762.08","136.4","11.84","86.8","9.88","68.22","78.09","2.05","58.23","1.17"
"74","2004","5","Karnataka","Dharwad","62.48","79.03","1264.88","76.63","46.42","605.77","49.87","62.03","1243.83","167.88","112.99","673.04","217.75","175.03","803.81","2.2","1.29","586.36","176.93","445.94","2520.43","1.55","1.91","1232.26","0.0","0.0","0.0","79.98","42.65","533.26","10.05","4.36","433.83","191.82","35.38","184.44","121.36","73.66","606.95","4.33","2.55","588.91","0.06","0.01","166.67","22.18","14.61","658.7","0.23","0.21","913.04","1.57","0.37","235.67","107.11","51.47","480.53","24.16","17.07","706.54","282.86","160.39","567.03","1.6","14.71","9193.75","209.74","35.01","166.92","9.17","87.21","96.38","0.28","78.91","1.2"
"74","2005","5","Karnataka","Dharwad","57.25","122.68","2142.88","75.99","56.48","743.26","45.9","65.59","1428.98","145.4","96.99","667.06","191.3","162.58","849.87","2.55","2.26","886.27","221.53","601.14","2713.58","1.6","2.21","1381.25","0.0","0.0","0.0","66.96","37.99","567.35","10.09","6.24","618.43","174.63","47.53","272.18","141.29","61.28","433.72","3.25","2.69","827.69","0.36","0.09","250.0","14.47","13.5","932.96","0.38","0.39","1026.32","1.25","0.5","400.0","124.62","67.6","542.45","24.69","9.23","373.84","312.45","155.8","498.64","2.43","21.39","8802.47","192.61","36.19","187.89","9.65","92.41","102.06","0.73","82.45","0.25"
"74","2006","5","Karnataka","Dharwad","66.51","117.95","1773.42","76.36","44.65","584.73","36.76","39.4","1071.82","122.14","66.46","544.13","158.88","105.86","666.29","2.07","0.92","444.44","194.68","585.45","3007.24","1.43","1.47","1027.97","0.0","0.0","0.0","95.1","43.11","453.31","8.85","5.05","570.62","170.54","32.39","189.93","110.03","53.2","483.5","1.96","1.25","637.76","0.33","0.08","242.42","17.25","14.97","867.83","0.18","0.15","833.33","0.97","0.3","309.28","122.16","35.81","293.14","29.05","16.85","580.03","283.87","123.07","433.54","2.54","18.93","7452.76","188.3","39.62","210.41","10.24","97.96","108.2","1.23","87.55","1.56"
"74","2007","5","Karnataka","Dharwad","69.81","154.93","2219.31","79.52","58.66","737.68","37.78","57.39","1519.06","133.24","115.84","869.41","171.01","173.23","1012.98","2.0","3.23","1615.0","224.32","574.57","2561.39","1.06","1.15","1084.91","0.0","0.0","0.0","92.29","47.83","518.26","8.8","5.47","621.59","175.96","39.51","224.54","108.66","73.18","673.48","1.9","0.99","521.05","0.23","0.09","391.3","13.91","15.13","1087.71","0.36","0.24","666.67","0.98","0.51","520.41","95.61","43.4","453.93","30.76","17.61","572.5","254.56","151.83","596.44","11.31","40.49","3580.02","201.03","54.53","271.25","11.28","103.36","114.63","1.92","92.56","0.94"
"74","2008","5","Karnataka","Dharwad","86.41","102.5","1186.21","56.2","39.58","704.27","30.29","34.68","1144.93","131.83","116.5","883.71","162.12","151.17","932.46","1.64","0.94","573.17","194.35","490.84","2525.55","1.06","1.3","1226.42","0.0","0.0","0.0","95.27","54.98","577.1","7.25","4.75","655.17","88.83","12.85","144.66","111.74","52.21","467.25","1.38","0.71","514.49","0.21","0.09","428.57","13.92","17.04","1224.14","0.09","0.09","1000.0","1.04","0.56","538.46","107.91","42.58","394.59","36.75","26.22","713.47","274.53","140.01","510.0","7.68","30.31","3946.61","204.98","64.12","312.81","12.31","77.28","89.59","1.34","66.38","1.08"
"74","2009","5","Karnataka","Dharwad","78.97","95.47","1208.94","71.91","47.59","661.8","27.56","22.0","798.26","124.92","84.23","674.27","152.48","106.23","696.68","1.8","0.91","505.56","226.12","471.76","2086.33","0.63","0.44","698.41","0.0","0.0","0.0","132.85","56.55","425.67","8.06","4.24","526.05","130.96","31.63","241.52","127.99","75.47","589.66","2.49","0.76","305.22","0.19","0.08","421.05","13.21","12.13","918.24","0.07","0.05","714.29","0.73","0.38","520.55","72.97","25.97","355.9","47.37","22.94","484.27","266.81","138.44","518.87","8.74","14.4","1647.6","254.71","60.45","237.33","13.99","106.98","120.95","1.13","96.36","0.84"
"74","2010","5","Karnataka","Dharwad","81.43","133.81","1643.25","69.42","68.17","981.99","20.55","33.07","1609.25","120.82","103.92","860.12","141.37","136.97","968.88","2.8","2.4","857.14","233.78","801.09","3426.68","0.53","0.53","1000.0","0.0","0.0","0.0","128.57","76.59","595.71","9.43","5.35","567.34","119.81","31.19","260.33","120.97","130.69","1080.35","1.27","0.79","622.05","0.12","0.05","416.67","8.6","7.74","900.0","0.08","0.07","875.0","0.86","0.29","337.21","55.35","34.55","624.21","37.83","34.92","923.08","226.67","194.87","859.71","6.87","49.68","7231.44","266.44","99.81","374.61","17.98","87.51","105.48","1.14","76.53","0.96"
"74","2011","5","Karnataka","Dharwad","77.22","137.78","1784.25","75.81","52.29","689.75","18.94","29.27","1545.41","108.96","71.52","656.39","127.89","100.79","788.1","2.17","1.66","764.98","248.11","747.02","3010.84","0.66","0.74","1121.21","0.0","0.0","0.0","129.39","45.14","348.87","8.29","4.08","492.16","94.42","19.86","210.34","106.27","100.22","943.07","1.12","0.52","464.29","0.03","0.01","333.33","17.78","9.37","527.0","0.03","0.02","666.67","0.61","0.17","278.69","46.54","21.11","453.59","28.75","24.38","848.0","202.93","142.64","702.9","22.33","176.15","7887.15","234.82","86.41","367.98","18.41","71.83","90.23","1.18","60.93","0.88"
"74","2012","5","Karnataka","Dharwad","79.78","74.7","936.32","75.78","41.97","553.84","13.98","13.25","947.78","162.74","91.52","562.37","176.72","104.77","592.86","3.04","2.39","786.18","240.36","501.64","2087.04","0.32","0.19","593.75","0.0","0.0","0.0","171.45","62.18","362.67","5.0","1.95","390.0","37.18","6.02","161.92","68.73","44.94","653.86","0.69","0.1","144.93","0.02","0.01","500.0","17.63","8.68","492.34","0.01","0.0","0.0","0.45","0.09","200.0","79.79","32.98","413.34","27.29","18.48","677.17","195.64","91.89","469.69","11.78","80.07","6797.11","139.66","45.18","323.5","17.85","23.97","41.82","0.67","13.91","0.33"
"74","2013","5","Karnataka","Dharwad","73.73","155.57","2110.0","64.95","56.47","869.44","14.51","19.84","1367.33","119.65","94.28","787.96","134.15","114.12","850.69","2.78","2.18","784.17","263.57","818.61","3105.85","0.2","0.17","850.0","0.0","0.0","0.0","139.32","88.59","635.87","6.17","3.83","620.75","109.04","20.44","187.45","104.0","101.53","976.25","0.73","0.35","479.45","0.07","0.03","428.57","13.18","8.05","610.77","0.05","0.04","800.0","0.38","0.14","368.42","55.67","32.23","578.95","33.69","34.15","1013.65","209.18","166.29","794.96","12.01","121.47","10114.07","246.51","88.13","357.51","17.8","65.28","83.08","1.24","53.39","0.41"
"74","2014","5","Karnataka","Dharwad","68.9","157.35","2283.74","46.38","54.25","1169.69","8.48","11.44","1349.06","127.52","127.21","997.57","135.99","138.66","1019.63","2.43","1.43","588.48","237.14","661.05","2787.59","0.25","0.2","800.0","0.0","0.0","0.0","136.57","96.18","704.25","4.56","3.33","730.26","102.63","20.92","203.84","88.16","80.92","917.88","0.86","0.54","627.91","0.03","0.01","333.33","8.2","6.35","774.39","0.01","0.01","1000.0","0.26","0.08","307.69","49.83","27.5","551.88","37.0","37.0","1000.0","185.38","142.31","767.67","20.9","193.26","9246.89","301.37","119.33","395.96","17.94","94.48","112.42","1.48","82.82","0.19"
"74","2015","5","Karnataka","Dharwad","70.59","67.57","957.22","49.86","26.88","539.11","5.78","4.48","775.09","132.84","67.24","506.17","138.62","71.72","517.39","1.09","0.41","376.15","235.76","507.96","2154.56","0.18","0.18","1000.0","0.0","0.0","0.0","203.61","52.13","256.03","4.39","1.39","316.63","133.02","26.8","201.48","95.11","53.76","565.24","0.49","0.1","204.08","0.03","0.01","333.33","15.92","4.58","287.69","0.01","0.01","1000.0","0.15","0.01","66.67","46.54","15.99","343.58","47.08","29.16","619.37","205.91","0.0","0.0","22.99","191.21","8316.55","200.16","59.13","295.41","17.06","94.5","111.56","1.16","83.51","0.09"
"74","2016","5","Karnataka","Dharwad","59.82","56.76","948.88","44.02","15.68","356.17","6.29","5.4","857.87","150.26","40.58","270.09","156.55","45.98","293.7","1.28","0.87","676.79","275.8","641.38","2325.56","0.19","0.13","686.49","0.0","0.0","0.0","186.75","26.01","139.3","8.37","4.63","554.09","147.05","30.4","206.7","99.76","59.65","597.95","0.44","0.21","490.83","0.06","0.01","196.43","7.73","1.1","142.01","0.02","0.01","473.68","0.14","0.0","21.58","37.27","8.21","220.21","48.28","59.31","1228.4","0.0","0.0","0.0","17.81","137.14","7698.66","198.3","46.8","236.0","17.29","94.75","112.03","1.07","84.13","0.08"
"74","2017","5","Karnataka","Dharwad","52.59","74.86","1423.5","54.57","35.42","649.01","4.94","6.7","1354.85","165.03","115.79","701.61","169.98","122.49","720.6","2.17","2.88","1327.04","251.61","989.38","3932.23","0.19","0.24","1276.04","0.0","0.0","0.0","237.58","117.33","493.85","5.47","3.76","686.03","113.23","13.05","115.3","78.4","77.18","984.45","0.24","0.25","1024.9","0.04","0.01","175.0","11.35","6.66","586.7","0.03","0.02","633.33","0.09","0.04","404.26","36.59","21.84","597.09","36.39","30.46","837.18","0.0","0.0","0.0","22.51","186.79","8297.89","148.05","67.14","453.47","18.37","58.21","76.59","1.09","45.26","0.15"
"75","2000","5","Karnataka","Belgaum","63.8","105.0","1645.77","56.8","73.0","1285.21","49.39","64.48","1305.53","141.86","98.0","690.82","191.3","162.48","849.35","42.3","18.0","425.53","113.2","286.0","2526.5","2.3","3.0","1304.35","0.0","0.0","0.0","34.1","18.0","527.86","10.2","4.0","392.16","57.2","16.0","279.72","86.6","84.0","969.98","1.4","1.0","714.29","0.8","0.0","0.0","7.3","4.0","547.95","1.1","1.0","909.09","2.5","1.0","400.0","14.5","8.0","551.72","52.76","56.89","1078.28","167.5","156.0","931.34","174.7","1792.4","10259.87","49.1","16.15","328.92","5.0","18.36","23.36","5.96","2.45","14.92"
"75","2001","5","Karnataka","Belgaum","63.74","56.55","887.2","45.65","49.75","1089.81","33.84","40.78","1205.08","151.47","78.47","518.06","185.32","119.26","643.54","11.31","3.17","280.28","99.13","207.85","2096.74","2.0","1.91","955.0","0.0","0.0","0.0","31.99","11.15","348.55","3.81","0.78","204.72","29.86","7.98","267.25","61.1","44.96","735.84","0.79","0.29","367.09","0.5","0.07","140.0","4.7","2.69","572.34","0.35","0.26","742.86","2.52","0.57","226.19","9.66","6.18","639.75","42.59","35.85","841.75","122.66","90.98","741.73","156.04","1096.98","7030.12","40.77","8.61","211.18","4.08","14.98","19.05","5.23","1.66","14.09"
"75","2002","5","Karnataka","Belgaum","66.01","38.28","579.91","52.3","38.11","728.68","42.06","57.64","1370.42","156.09","67.84","434.62","198.15","125.47","633.21","20.99","2.82","134.35","92.22","188.75","2046.74","1.97","1.13","573.6","0.0","0.0","0.0","36.19","13.16","363.64","5.2","1.25","240.38","49.3","6.19","125.56","67.4","42.44","629.67","0.89","0.34","382.02","0.46","0.06","130.43","6.4","3.49","545.31","0.3","0.14","466.67","2.33","0.44","188.84","20.67","9.39","454.28","49.71","42.83","861.6","149.21","99.37","665.97","145.13","1089.22","7505.13","29.03","5.32","183.26","3.98","19.08","23.06","4.51","5.55","6.39"
"75","2003","5","Karnataka","Belgaum","68.13","49.28","723.32","51.45","32.01","622.16","32.56","29.67","911.24","209.52","24.77","118.22","242.07","54.44","224.89","5.93","1.06","178.75","72.92","158.68","2176.08","2.02","1.59","787.13","0.0","0.0","0.0","51.99","9.21","177.15","2.35","0.28","119.15","12.74","1.67","131.08","52.64","38.04","722.64","0.33","0.15","454.55","0.21","0.03","142.86","10.36","2.7","260.62","0.12","0.11","916.67","1.9","0.37","194.74","30.77","14.5","471.24","62.2","27.12","436.01","159.04","83.14","522.76","105.24","489.88","4654.88","18.75","2.33","124.27","4.3","16.64","20.94","5.15","3.78","5.05"
"75","2004","5","Karnataka","Belgaum","71.34","115.57","1619.99","56.81","59.11","1040.49","54.08","82.1","1518.12","171.53","113.47","661.52","225.61","195.58","866.89","40.73","20.51","503.56","121.54","384.21","3161.18","1.96","2.27","1158.16","0.0","0.0","0.0","41.42","20.35","491.31","5.52","1.73","313.41","68.04","11.69","171.81","79.53","47.48","597.01","0.59","0.32","542.37","0.25","0.04","160.0","11.49","5.47","476.07","0.21","0.18","857.14","1.75","0.32","182.86","56.45","33.13","586.89","97.17","59.45","611.81","248.19","146.56","590.52","69.07","413.41","5985.38","37.66","10.61","281.73","4.78","21.13","25.9","5.34","6.97","6.58"
"75","2005","5","Karnataka","Belgaum","66.83","145.98","2184.35","63.04","65.63","1041.08","43.43","57.81","1331.11","156.89","106.15","676.59","200.31","163.95","818.48","27.55","10.73","389.47","137.58","486.3","3534.67","1.56","0.76","487.18","0.0","0.0","0.0","49.0","24.64","502.86","6.1","1.73","283.61","46.8","12.81","273.72","73.9","37.13","502.44","0.76","0.66","868.42","0.24","0.03","125.0","9.66","6.99","723.6","0.13","0.13","1000.0","1.05","0.44","419.05","43.28","19.29","445.7","69.12","38.28","553.82","199.22","103.2","518.02","92.97","821.4","8835.11","28.36","7.11","250.71","4.76","21.43","26.18","5.06","7.46","8.19"
"75","2006","5","Karnataka","Belgaum","67.06","99.25","1480.02","72.37","89.93","1242.64","38.08","50.99","1339.02","139.35","102.99","739.07","177.43","153.98","867.84","30.04","9.57","318.58","128.02","427.89","3342.37","1.5","0.94","626.67","0.0","0.0","0.0","57.0","23.1","405.26","5.66","1.67","295.05","48.01","10.54","219.54","70.09","36.49","520.62","0.78","0.33","423.08","0.38","0.05","131.58","8.13","4.67","574.42","0.27","0.22","814.81","1.51","0.63","417.22","42.28","24.87","588.22","76.93","58.98","766.67","201.27","126.44","628.21","97.76","826.58","8455.2","28.25","8.64","305.84","5.32","21.4","26.72","4.95","7.85","7.47"
"75","2007","5","Karnataka","Belgaum","69.42","100.52","1448.0","62.96","78.13","1240.95","38.39","76.19","1984.63","118.94","97.92","823.27","157.34","174.11","1106.58","36.17","17.34","479.4","152.79","498.31","3261.4","1.11","0.5","450.45","0.0","0.0","0.0","47.77","25.18","527.11","5.7","2.35","412.28","49.19","13.45","273.43","67.65","46.79","691.65","0.87","0.24","275.86","0.2","0.07","350.0","7.83","4.31","550.45","0.2","0.13","650.0","1.55","0.51","329.03","41.76","27.63","661.64","64.42","55.39","859.83","184.99","135.25","731.12","193.75","928.18","4790.61","21.05","8.75","415.68","7.41","25.37","32.78","3.9","12.69","4.36"
"75","2008","5","Karnataka","Belgaum","71.24","93.41","1311.2","32.71","39.23","1199.33","30.7","48.71","1586.64","134.71","125.47","931.41","165.41","174.18","1053.02","14.13","5.75","406.94","145.74","426.87","2928.98","0.97","0.33","340.21","0.0","0.0","0.0","52.34","25.89","494.65","4.24","1.72","405.66","40.52","7.28","179.66","50.97","30.21","592.7","0.52","0.11","211.54","0.32","0.21","656.25","6.94","5.18","746.4","0.13","0.12","923.08","1.2","0.52","433.33","42.41","28.16","663.99","70.1","47.15","672.61","172.93","111.78","646.39","191.4","965.4","5043.89","20.04","6.56","327.35","7.54","19.98","27.52","3.66","6.83","3.83"
"75","2009","5","Karnataka","Belgaum","71.89","84.04","1169.01","57.14","59.0","1032.55","31.59","39.54","1251.66","137.72","148.15","1075.73","169.31","187.69","1108.56","24.31","6.29","258.74","162.34","343.58","2116.42","1.61","0.59","366.46","0.0","0.0","0.0","85.06","38.83","456.5","4.67","1.42","304.07","39.17","6.83","174.37","51.66","31.42","608.21","0.55","0.02","36.36","0.4","0.12","300.0","6.08","3.14","516.45","0.13","0.08","615.38","1.99","0.49","246.23","31.67","14.87","469.53","97.4","49.32","506.37","190.42","99.65","523.32","198.92","1497.28","7527.05","30.05","10.79","359.07","8.26","27.18","35.44","3.76","12.47","3.88"
"75","2010","5","Karnataka","Belgaum","68.47","135.88","1984.52","54.24","67.91","1252.03","27.62","42.91","1553.58","118.54","118.38","998.65","146.16","161.29","1103.52","19.15","12.52","653.79","157.51","505.05","3206.46","1.36","1.0","735.29","0.0","0.0","0.0","68.25","44.48","651.72","5.62","2.19","389.68","34.09","8.69","254.91","42.95","40.13","934.34","0.62","0.1","161.29","0.56","0.28","500.0","5.9","6.63","1123.73","0.37","0.32","864.86","2.15","0.8","372.09","20.87","15.78","756.11","78.66","64.42","818.97","152.56","124.81","818.1","182.4","1680.81","9214.97","38.33","17.15","447.43","9.61","25.28","34.88","3.76","9.15","3.57"
"75","2011","5","Karnataka","Belgaum","68.31","132.5","1939.69","44.01","43.95","998.64","26.5","37.92","1430.94","128.24","137.97","1075.87","154.74","175.88","1136.62","12.46","5.52","443.02","148.0","440.05","2973.31","0.53","0.48","905.66","0.0","0.0","0.0","52.17","26.47","507.38","4.16","1.27","305.29","28.19","7.08","251.15","36.25","33.34","919.72","0.5","0.06","120.0","0.0","0.0","0.0","6.06","3.83","632.01","0.14","0.12","857.14","0.72","0.17","236.11","16.81","9.41","559.79","77.18","60.27","780.9","139.02","126.45","909.58","342.41","3252.9","9500.0","38.01","19.88","523.02","9.51","23.47","32.99","3.28","9.18","3.94"
"75","2012","5","Karnataka","Belgaum","63.7","95.08","1492.62","47.29","42.59","900.61","25.22","28.36","1124.5","95.73","74.86","781.99","120.95","103.22","853.41","7.58","2.66","350.92","133.17","352.83","2649.47","0.9","0.67","744.44","0.0","0.0","0.0","41.76","21.39","512.21","2.31","1.17","506.49","13.1","0.65","49.62","37.43","29.63","791.61","0.28","0.03","107.14","0.0","0.0","0.0","4.85","1.55","319.59","0.1","0.06","600.0","0.92","0.17","184.78","13.45","7.58","563.57","60.2","40.38","670.76","117.84","81.49","691.53","168.13","1389.58","8264.91","22.68","7.53","332.01","8.72","26.32","35.04","5.2","4.79","9.3"
"75","2013","5","Karnataka","Belgaum","58.67","123.84","2110.79","39.36","37.43","950.97","27.98","33.23","1187.63","97.77","90.3","923.6","125.75","123.53","982.35","12.44","8.2","659.16","157.64","496.25","3148.0","1.22","1.11","909.84","0.0","0.0","0.0","64.07","31.77","495.86","3.83","1.65","430.81","27.88","11.28","404.59","39.52","39.21","992.16","0.32","0.07","218.75","0.01","0.0","0.0","2.39","1.35","564.85","0.53","0.48","905.66","0.61","0.34","557.38","10.68","7.09","663.86","66.77","49.16","736.26","121.92","103.43","848.34","159.44","1438.97","9025.15","31.37","15.6","497.29","9.64","30.8","40.44","5.04","7.83","7.06"
"75","2014","5","Karnataka","Belgaum","59.94","176.69","2947.78","46.81","74.09","1582.78","20.22","27.79","1374.38","103.88","114.55","1102.71","124.11","142.34","1146.89","9.26","6.15","664.15","156.72","580.54","3704.31","1.13","1.37","1212.39","0.0","0.0","0.0","78.64","48.93","622.2","2.87","2.32","808.36","35.19","11.82","335.89","37.73","34.59","916.78","0.16","0.14","875.0","0.25","0.05","200.0","2.81","2.16","768.68","0.08","0.05","625.0","0.77","0.19","246.75","15.45","10.02","648.54","74.31","67.99","914.95","132.1","116.64","882.97","180.57","1629.65","9025.03","40.31","19.73","489.46","11.02","34.84","45.86","4.58","11.09","5.31"
"75","2015","5","Karnataka","Belgaum","61.23","40.8","666.34","32.91","29.76","904.28","18.5","14.08","761.08","145.22","83.0","571.55","163.72","97.08","592.96","4.54","1.69","372.25","131.16","281.65","2147.38","0.25","0.2","800.0","0.0","0.0","0.0","104.26","31.1","298.29","5.08","1.14","224.41","40.45","5.11","126.29","37.42","21.34","570.28","0.11","0.04","363.64","0.01","0.0","0.0","2.14","0.58","271.03","0.02","0.01","500.0","0.25","0.03","120.0","23.98","9.42","392.83","90.45","30.76","340.1","154.63","0.0","0.0","175.78","1452.81","8265.0","39.58","10.63","268.57","10.74","29.8","40.54","4.8","10.74","4.65"
